Title 1,cat 1,Title 2, Job description, Requirments,Link, catagories
דרוש.ה DevOps Tech-Lead לחברה שעושה טוב במרכז הארץ,Medulla,,תיאור משרהלחברה במרכז הארץ ששמה לעצמה מטרה להפוך את העולם למקום קצת יותר טוב דרוש/ה DevOps Tech-Lead עם אופק ניהולי!!התפקיד מאתגר ומעניין והעבודה בסביבת AWS Cloud. Kubernetes.Terraform ועוד!***הזדמנות לסניורים להתקדם לטק ליד***דיווח ל VP R&Dהמשרה היברידית,דרישות התפקידמעל 5 שנות ניסיון כ DevOpsניסיון גם עם Windows and Linuxניסיון בעבודה בסביבת AWS and/or Azure Cloud services.ניסיון עם Docker Containers/Kubernetes.חובה ניסיון בשפות סקריפטים PowerShell or Bashהכרות טובה עם תהילכי CI/CD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-746570-medulla/,הייטק-כללי & DEVOPS & CLOUDTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
דרוש\ה C++ \ Rust Developer,Medulla,,תיאור משרהדרוש\ה C++ \ Rust Developerלסטארטאפ מדהים! בתחום AI שגייס סכום עצום בתקופה הכי קשה ונמצא בתנופת גיוס מטורפת.מפתחים DB המאפשר לבנות מוצרי בינה מלאכותית חכמים ומדויקים יותר. באמצעות שימוש בדאטה מורכב.יושבים בת"א על קו רכבת. עובדים היברידי.,דרישות התפקידמעל 4 שנות ניסיון בפיתוח ב C/ C++/ Go/ Rust עובדים בפועל עם Rustמילות הקסם הןStorage \ Distributed systems \ Performance optimization \ Data path \ Data Plainחובה ניסיון בפיתוח Core.תואר רלוונטיניסיון ב Cloud - יתרוןניסיון מחברות Storage \ Databases – יתרון.,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-746570-medulla/,הייטק-תוכנה & C++ / C & BACKEND & מהנדס/ת תוכנהTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Senior Backend Engineer,Medulla,,תיאור משרהלחברת סטארט אפ גלובאלית מצליחה ומבוססת בתל אביב. המפחתח מוצר מורכב ומעניין אוד בעולמות הפינטק דרוש/ה מפתח/ת Backend מנוסה.יושבים בתל אביב על קו הרכבת ועובדים היברידי (יש גמישות רבה! )תנאים מעולים!,דרישות התפקידניסיון של 8 שנים בפיתוח Backend - חובה!חובה ניסיון עם טכנולוגיות מתקדמות ב Cloud . Microservices .כותבים ב Scala - אין בעיה להגיע משפות אחרות.ניסיון מחברות סטארט אפ.,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-746570-medulla/,הייטק-תוכנה & מהנדס/ת תוכנה & BACKEND & SCALATitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Senior Java Developer,RedPanda,,תיאור משרהAbout The PositionWe are looking for a Senior Java Developer to join our R&D team to design and develop a k8s microservices based platform for a big financial organization.ResponsibilitiesDesign and development of our k8s microservices solutionProduce highly scalable. high-quality software in a fast-paced environmentFind innovative solutions to challenging problemsMentor less experienced developersPerform code reviewsPromote AWS based solutionsMake sure correct tools are used to solve problemsDiagnose and debug issues in productionWork closely with other dev teams. QA and product,דרישות התפקידRequirements5+ years of experience with JavaHands-on experience with AWS servicesExperience working MySQL. MongoDB and RedisExperience with data structures. parallelism. scalability and high availabilityExperience with Microservices design patternsExperience with agile development life cycleMust have a passion for technology and qualityGood analytical and communication skillsExperience and deep understanding of web application developmentProficiency with object-oriented concepts & design patternsAdvantagesB.Sc. in computer sciences or a related disciplineExperience in the fin-tech industryExperience with messaging systems such as Kafka / SQS / RabbitmqFamiliarity with Big DataFamiliarity with security by design and OWASP,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3838535-redpanda/,הייטק-תוכנה & JAVATitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Senior Embedded Software Engineer,HighTech Company,,תיאור משרהThe job includes working with cutting edge technologies and platforms.,דרישות התפקידB.Sc. in EE / CE / CS or equivalent from a leading institute7+ year of experience in developing embedded software infrastructure and application for mass production consumer electronics products on bare metal and real time operating systemSolid understanding of hardware – software interactions in embedded systemsStrong programming skills in C / C++Knowledge in communication using interfaces as serial. ethernet. USB. wireless. etcFamiliarity with GIT and JIRAExcellent communication and teamwork skills,https://www.drushim.co.il/job/29496914/95129c50/,הייטק-תוכנה & RT / EMBEDDED & C++ / C & מהנדס/ת תוכנהTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Algorithm and Software Manager,HighTech Company,,תיאור משרהAs Algorithm and Software Manager at you will:" Manage a group of algorithm and software developers." Manage software development lifecycle. deliverables. performance. and vision." Mentor the team and assign them to different projects. tasks and deliveries. oversee the quality of the code." Recruit new talents and develop the group structure." Lead the development of advanced. creative. and novel solutions for complex problems in the smart energy domain using machine learning. times series forecasting. mathematical optimization. probability and statistics. hazard analysis. etc." o Lead and take part in defining architecture discussions and the division's technological roadmap and lifecycle." Manage the balance between delivering to customers within tight deadlines while continue to work on long-term goals." Work closely with the product team. development managers. the sales team. and the senior management." Customer-facing from initial sales and until final deliveries. Ready for overseas traveling." Communicate regularly with the customers and internal overseas teams." Lead and push forward the company's roadmap for algorithms and analytics.,דרישות התפקיד" M.Sc./ Ph.D. in computer science. electrical engineering. mathematics. or other applicable domains is expected." Degree in electrical engineering is highly advantageous." Knowledgeable in probability theory. machine learning. and statistics" 5+ years of experience in algorithm development. data science. and software development. Preferably in Python as well as another structured language such as C++. Java. or C#." 4+ years of experience in delivering to production." 3+ years experience with micro services architecture and distributed systems." 3+ years of experience in leading development teams." Experience with Agile and CI/CD methodologies and practices" Strong design. architecture. and problem-solving skills" Ability to build long-term plans and set alignment around goals and objectives." Strong communication skills." Can-Do and Hands-On approach." Great customer facing abilities." Presentation design skills (Hebrew & English).,https://www.drushim.co.il/job/29496857/c40df365/,הייטק-תוכנה & מפתח/ת אלגוריתמים & מנהל/ת פיתוח & מהנדס/ת תוכנהTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
מיישם/ת BI לארגון וותיק בירושלים,Malam מערכות,,תיאור משרהלארגון וותיק בירושלים דרוש.ה מיישם.ת BIהעבודה בארגון יציב לטווח ארוך .,דרישות התפקיד7 שנות ניסיון בפיתוח BI5 שנות ניסיון בJAVA או בSCALA ברמה גבוהה3 שנות ניסיון בכתיבת SQL ברמה גבוהההיכרות עם PYTHON ותהליכי ETLניסיון של שנתיים לפחות בPwoer BI,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3930191-malam%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA/,הייטק-כללי & BITitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
מנהל/ת פיתוח בכיר/ה בסביבת WEB - ירושלים,TCMCAREER,,תיאור משרהלארגון ממשלתי מוביל דרוש/ה מנהל/ת פיתוח בכיר/ה בסביבת WEB .ניהול צוותי פיתוח והובלה טכנולוגית וחדשנות.משרה מלאה בהר החוצבים.,דרישות התפקידניסיון של 8 שנים ומעלה בפיתוח תוכנה ב- NET .. .Net.core Angular 6 ומעלה.EF - Entity FRAMEWORK.ניסיון ב- IIS ופריסת מערכת בסביבת WEBמעל שנתיים ניסיון במערכות בארכיטקטורת Micro servicesניסיון שימוש ב- DIניסיון בעבודה עם בסיסי נתונים של ORACLEניסיון בפיתוח מערכות מידע מורכבות בתחומי משאבי אנושניסיון בניהול צוות פיתוח של 5 עובדים לפחות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-10312-tcmcareer/,הייטק-תוכנה & ראש צוות פיתוח & מפתח/ת WEBTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
(OS) מיישמ/ת SAP במודולים MM ו FI-CO,Elad Software,,תיאור משרהלאלעד מערכות דרוש/ה מיישמ/ת SAP במודולים MM/ FI-CO למשרה של 60% לארגון גדול !,דרישות התפקידניסיון של 7 שנים ומעלה ביישום SAP במודולים FI-CO / MM  ביצוע תפקיד יישום בלפחות 2 פרויקטים משלב האפיון ועד שלב עלייה לאווירניסיון מוכח באיסוף וניסוח דרישות משתמשיישום בפועל בגרסת SAP S/4HANA בתחום ההתמחות המפורט היכרות וניסיון מוכח באחר או יותר מודולים נוספיםמהמודולים הבאים : FI . MM . PM . RE . PS . DMS . WF . HR,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-6390-elad-group/,הייטק-כללי & מיישם/ת SAPTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
CTO בתחום הBIG DATA למשרד ממשלתי בירושלים,רזאל מערכות,,תיאור משרהלמשרד ממשלתי בירושלים דרוש/ה CTO- ארכיטקט/ית מערכת- בתחום ה-BIG DATA,דרישות התפקידניסיון של 10 שנים לפחות כארכיטקט דאטה והובלת מימושים של ארכיטקטורות מתקדמות. הקמת פלטפורמות דאטה ואגמי נתונים בהיקפי מידע גדולים.מינימום 8 שנות ניסיון והתמחות מעשית בניהול ועבודה עם מאגרי מידע מורכבים. רילציונים ושאינם רילציונים.ניסיון במידול נתונים ועיצוב מסדי נתוניםניסיון בעבודה בסביבת פיתוח מודלים וממשקים מול data scientistsניסיון בתכנון ובניית ארכיטקטורה למוצרים ותשתיות בעולמות הדאטה.הובלת פרויקטים מקצה אל קצה וניהול צוותים טכנולוגיים (איסוף דרישות. תכנון תהליכי אינטגרציה. תהליכי טיוב ועיבודים. תכנון ממשקי משתמש.בקרה על איכות התהליכים)ניסיון בהתמודדות עם אתגרי אחסון נתונים וניהול מידע היסטורי. אתגרי אבטחת מידע. היכרות עם תשתיות IT. תקשורת. כלי תזמון תהליכים. הפרדת סביבות.ידע בעולם פיתוח תוכנה - חובהניסיון ועבודה מול כלים ותשתיות בענן – יתרון,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-9063-%D7%A8%D7%96%D7%90%D7%9C-%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA/,הייטק-תוכנה & ארכיטקט/ית מערכת & BIG DATATitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Software Architect לחברה ביוקנעם!,Medulla,,תיאור משרהחולמים.ות על עבודה בצפון? נגד כיוון הפקקים?למרכז פיתוח ישראלי של חברה בינלאומית מבוססת . אשר מפתחת מוצר SAAS המאפשר ניטור תקלות מרחוק במכונות דרך הענן דרוש/ה Software Architect מנוסה לתפקיד מאוד חשוב ומרכזי בחברה יהיה הפוקל פויינט! לבניית ארכיטקטורה של פלטפורמה שתאגד בתוכה מספר מוצרים. עבודה רוחבית.החברה יושבת על קו הרכבת. ומאפשרים לעבוד יומיים מהבית :),דרישות התפקידתוא ראשון בהנדסת בתואר תוכנה/אלקטרוניקהלפחות 8 שנות ניסיון בפיתוח תוכנה מתוכן שנתיים של הובלת פיתוח מורכב ורב-תחומי.• ניסיון של 3 שנים לפחות כארכיטקט תוכנה• ניסיון מוכח בטכנולוגיות Cloud• ניסיון מוכח עם פלטפורמות Big data ותשתיות IT מורכבות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-746570-medulla/,הייטק-תוכנה & ארכיטקט/ית מערכת & מנהל/ת פיתוח & מהנדס/ת תוכנהTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
דרוש /ה Automation Tech Lead,Medulla,,תיאור משרהלחברה מעולה דרוש/ה Automation Tech Lead להשתלבות בצוות האוטומציה כיד ימינו של ראש הצוות. סיוע בכתיבת תשתיות אוטומציה. ביצוע Code reviews והובלה טכנית של חברי הצוות!******מתאים גם למפתחי C# שפתוחים לכתוב קוד לתשתיות אוטומציה***,דרישות התפקיד6+ שנות ניסיון באוטומציהניסיון בכתיבת תשתיות אוטומציהניסיון בסביבת ענן. Kubernetes. Dockerניסיון בסביבות Linuxניסיון בתחום ה-security - יתרון המשרה מיועדת לנשים ולגברים כאחד.,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-746570-medulla/,הייטק-QA & בדיקות אוטומטיות & מפתח/ת כלי בדיקותTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
לארגון במרכז דרוש/ה מנהל/ת מדור פיתוח,Shavit Software,,תיאור משרה-עובד ומנהל מקצועי של צוות תכניתנים ומתכננים העוסקים בפיתוח ואחזקת תוכנה. בתחומי מערכות אירגוניות.-אחריות על תפעול בייצור של המערכות בתחומו. ניהול כלל הפעילות מול הלקוח.-קבלת משימות. פריטתן למשימות משנה. הקצאתן בצוות. פיקוח ובקרה על ביצוען.-שמירה על איכות התוצרים. עמידה בלו"ז והנהלים.-פיתוח fullStack בטכנולוגיות אנגולר וC.# עבודת פיתוח בריבוי פרויקטים.-דיווח לגורמים רלוונטיים על סטטוס התקדמות המטלות ו"הרמת דגלים" בעת הצורך.-ניהול צוות מפתחים לכל מחזור החיים של המערכות חדשות וקיימות.-הובלת תחומים טכנולוגיים במחלקה. הכנסה וקידום טכנולוגיות. כלים והכשרות חדשניים במחלקה .-עריכת code review תקופתי עם המפתחים.-שיפור וייעול תהליכי עבודה. בשלבים שונים של מחזור חיי המערכות. בדגש על פיתוח ותחזוקה,דרישות התפקידידע וניסיון 7 שנים לפחות בטכנולוגיות אנגולר ו-C# - חובהתפיסה מערכתית ויכולת ניתוח רחבה - חובהניסיון בניהול עובדים ופרויקטים - חובהניסיון בניתוח מערכות - יתרוןניסיון בעבודה מול משתמשים - חובהיחסי אנוש ברמה גבוהה. כושר ביטוי גבוה בכתב ובעל פה - חובההשכלה אקדמאית. רצוי במדעי המחשב/מערכות מידע/תעשיה וניהול - יתרון,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-114763-%D7%A9%D7%91%D7%99%D7%98/,הייטק-תוכנה & ANGULAR & C# & מנהל/ת פיתוחTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Principal Software Architect,Malam מערכות,,תיאור משרהleading enterprise company committed to innovation and technology-driven solutions. We are on the forefront of technology and embracing innovative technologies such as artificial intelligence. Generative AI. cloud computing and much more to revolutionize our services and enhance customer experiences.We are seeking a skilled Software Architect to join our CTO architecture team. We are looking for an architect with substantial expertise in software architecture. software design. enterprise integration and enterprise architecture. The ideal candidate should possess adept problem-solving skills and exhibit a passion for engineering.,דרישות התפקידProven experience (10+ years) in architecture/ senior leadership R&D roles. with a focus on software product development and integration - a mustProven experience of working in both Enterprise and tech companies - a mustStrong technical & leadership skillsKnowledge in the AWS cloud environment and capabilities - a must,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3930191-malam%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA/,הייטק-תוכנה & ארכיטקט/ית מערכתTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
C++ Technical Lead,HighTech Company,,תיאור משרהThe champion of today’s cyber defenders. providing operation-centric attack protection. Our Defence Platform moves beyond endless alerting to instead recognize. expose. and end malicious operations before they take hold. The company is an international company that defends the world's top brands in over 50 countries.Nice to knowOur Israeli site is located in Tel Aviv at Alon 1 tower. next to Hashalom train stationHybrid work model.Flexible working hours.Defined as a “Leader” in the 2022 Gartner™ Magic Quadrant for EPP.#1 in the 2022 MITRE ATT&CK™ Evaluations: 100% prevention. Visibility. and real-time protection.You’ll be part of our Endpoint core security groupWe are looking for a C++ Technical Leader to join our Behavioral Protection team. The team is responsible for developing detection engines based on ongoing behavior. which are a key objective of our multi-layered protection stack and our Next-Generation Anti-Virus product.We are looking for a versatile Software Engineer. with technical leadership experience. a can-do attitude. eager to learn new technologies and not afraid of diving into unknown fields.In this position you willWrite cross-platform and specific OS code for Windows. Linux. and Mac.Work tightly with our Security Research and with the Kernel teams to lead and develop features for our dynamic protection engines and conduct autonomous research.,דרישות התפקידBSc/MSc in Computer Science / Engineering from a leading University or equivalent military experience - a must.7+ years in C/C++ development. Experience in modern C++.Experience with OS internals.Positive attitude. team player. responsible. dedicated and passionate.Technical leadership experience. ability to own software projects from scratch to production. and to contribute and develop existing code base.Quick learner. willing to tackle new challenges and new technologies.Experience in the cyber security domain - an advantage.,https://www.drushim.co.il/job/29496667/80643112/,הייטק-תוכנה & C++ / C & ראש צוות פיתוח & מהנדס/ת תוכנהTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
Senior PHP Developer,HighTech Company,,תיאור משרהWe are offering superb career growth opportunities. great compensation and benefits.,דרישות התפקיד· 6+ years overall experience as a software developer - MUST· At least 3 years of PHP HO development - MUST· At least 3 years of JavaScript. CSS & HTML5 - MUST· At least 2 years working with code versioning tools e.g. Git or Gitlab - MUST· At least 2 years with SQL databases - MUST· Excellent English communication skills. including comfort with speaking and formal writing - MUST· Experienced as developer from A product-based company is a huge advantage· Knowledge of Vue.js/Ember.js is an advantage· Experience with Laravel or Yii is an advantage· A real team player,https://www.drushim.co.il/job/29496724/c73b9a6e/,הייטק-תוכנה & PHP & מהנדס/ת תוכנה & JAVASCRIPTTitle 1,cat 1,Title 2, Job description, Requirments,Link, catagories
מנהל.ת פרויקט החלפת מערכות ERP ו HR,Elad Software,,תיאור משרהאלעד מערוכת דרוש/ה מנהל/ת פרויקט ERP  IHR לארגון מוביל!התפקיד כולל התפקיד כולל ניהול הפרויקט משלביו הראשונים ועד השלמתו – מ. א' ועד ת':מיפוי תכולה לפרויקט. בחינת חלופות ליישום הפרויקט. ליווי ההליך המכרזי לבחירה ובחירת חברת יישום לפרויקט .מיגרציית מערכות ארגוניות לסוויטה עננית.ניהול וליווי פרויקט היישום. ייעוץ בנושא ארכיטקטורת מערכות מידע ועודמשרה מלאה ברחובות על קו רכבת !,דרישות התפקידלפחות 15 שנות ניסיון. במצטבר. בניהול הקמת פרויקטי ERP ניסיון בתפקיד מנהל פרויקט לפחות ב- 3 פרויקטי יישום מערכת אורקל ERP בארגונים שונים.ידע. הכרות וניסיון עם ERP של אורקל הן ב- (Oracle EBS מערכת ) on prem והן בענן (Fusion - ו HCM)הכרות מעמיק את צד הספק(אורקל ) - מבחינת מודולי רישוי. התנהלות אדמיניסטרטיבית מולם בהיבטי מו"מ. חוזים והתקשרויות. מבני המודולים הקיימיםו תכולתם וכו'.,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-6390-elad-group/,הייטק-כללי & מנהל/ת פרויקטים & הייטק-תוכנה & תוכניתן/ית ERP / CRM